datetime,open,high,low,close,volume,symbol
2025-09-10 02:54:00,58.14489879914909,58.14768836907274,58.14489879914909,58.14675822299633,49668177865.04491,
2025-09-10 02:55:00,58.146551570353935,58.146551570353935,58.14431235766469,58.14431438350477,49668177865.04491,
2025-09-10 02:56:00,58.14421392601104,58.14980400807899,58.144024475295865,58.14980400807899,49668177865.04491,
2025-09-10 02:57:00,58.1498266355555,58.149950367467376,58.14546233750234,58.14546233750234,49668177865.04491,
2025-09-10 02:58:00,58.14540527554072,58.14566502368091,58.14366048802359,58.14366048802359,49668177865.04491,
2025-09-10 02:59:00,58.14357365395679,58.14379188670511,58.142766180983394,58.142766180983394,49668177865.04491,
2025-09-10 03:00:00,58.14267322494256,58.14631079246199,58.14267322494256,58.14526965644726,49668177865.04491,
2025-09-10 03:01:00,58.14523819091381,58.14778456775983,58.14523819091381,58.14639893226503,49668177865.04491,
2025-09-10 03:02:00,58.146015427726695,58.15960117668951,58.145396440679455,58.15960117668951,49668177865.04491,
2025-09-10 03:03:00,58.15951023679514,58.16248643649793,58.15774953394157,58.15964953019359,49668177865.04491,
2025-09-10 03:04:00,58.15966481011664,58.16494891997775,58.158907796050855,58.16442399003877,49668177865.04491,
2025-09-10 03:05:00,58.16417414421508,58.17536374214335,58.16417414421508,58.17536374214335,49668177865.04491,
2025-09-10 03:06:00,58.17533729270812,58.17578480541965,58.1707229450768,58.173655170006256,49668177865.04491,
2025-09-10 03:07:00,58.173391985040446,58.173391985040446,58.16853861607103,58.16890367734264,49668177865.04491,
2025-09-10 03:08:00,58.168487437172026,58.168487437172026,58.161541150916,58.161541150916,49668177865.04491,
2025-09-10 03:09:00,58.161657598600144,58.16409597989272,58.16084926961609,58.16409597989272,49668177865.04491,
2025-09-10 03:10:00,58.16402690342585,58.174248664038686,58.16402690342585,58.174248664038686,49668177865.04491,
2025-09-10 03:11:00,58.17418918907613,58.17418918907613,58.171223929910965,58.171223929910965,49668177865.04491,
2025-09-10 03:12:00,58.17116412999024,58.17128980188351,58.16396853603486,58.16396853603486,49668177865.04491,
2025-09-10 03:13:00,58.16393032602016,58.16393032602016,58.15622434026325,58.15622434026325,49668177865.04491,
2025-09-10 03:14:00,58.15616799474599,58.15841593352009,58.15614019437716,58.158377387634005,49668177865.04491,
2025-09-10 03:15:00,58.15806231186892,58.158161843836,58.15585327086288,58.15659408703595,49668177865.04491,
2025-09-10 03:16:00,58.1567580594749,58.1567580594749,58.15355051574812,58.15355051574812,49668177865.04491,
2025-09-10 03:17:00,58.15327934950453,58.159857144618655,58.15327934950453,58.159857144618655,49668177865.04491,
2025-09-10 03:18:00,58.15985515663225,58.15985515663225,58.15368412301895,58.156352672961134,49668177865.04491,
2025-09-10 03:19:00,58.15634435193008,58.15634435193008,58.15365642381301,58.154659706690296,49668177865.04491,
2025-09-10 03:20:00,58.15459175873413,58.15459175873413,58.14547009177792,58.14547009177792,49668177865.04491,
2025-09-10 03:21:00,58.14538254838227,58.14538254838227,58.13875304550715,58.14100832733355,49668177865.04491,
2025-09-10 03:22:00,58.14099799025856,58.14878539747929,58.14099799025856,58.14852830339483,49668177865.04491,
2025-09-10 03:23:00,58.14853094942728,58.14853094942728,58.14678650100517,58.14844641818206,49668177865.04491,
2025-09-10 03:24:00,58.148124961514,58.14813410214216,58.14706389413571,58.14710084245455,49668177865.04491,
2025-09-10 03:25:00,58.147085045582806,58.15730120568608,58.147085045582806,58.15729245049401,49668177865.04491,
2025-09-10 03:26:00,58.15721556261375,58.16257692657732,58.15721556261375,58.1623648119024,49668177865.04491,
2025-09-10 03:27:00,58.16240869793759,58.16461136986858,58.16240869793759,58.164184118372056,49668177865.04491,
2025-09-10 03:28:00,58.1641831760127,58.16569114898531,58.16404784053556,58.16404784053556,49668177865.04491,
2025-09-10 03:29:00,58.16403351813783,58.16937142153239,58.1636449005641,58.16937142153239,49668177865.04491,
2025-09-10 03:30:00,58.16932726270981,58.16948736678813,58.1656004226338,58.1656004226338,49668177865.04491,
2025-09-10 03:31:00,58.16540146366,58.16540146366,58.15898956638343,58.15918158962633,49668177865.04491,
2025-09-10 03:32:00,58.159227027136,58.16278987480125,58.159227027136,58.1619800768701,49668177865.04491,
2025-09-10 03:33:00,58.161863646002296,58.16394959254584,58.16011746821687,58.16011746821687,49668177865.04491,
2025-09-10 03:34:00,58.16050973414971,58.16050973414971,58.15078524838079,58.15109767912947,49668177865.04491,
2025-09-10 03:35:00,58.15108401688824,58.15108401688824,58.14510877065588,58.14510877065588,49668177865.04491,
